epoch,step,val/mae_best,val/mae,val/loss,train/loss,train/mae,test/mae,test/loss
0,0,175.7634735107422,175.7634735107422,60016.11328125,,,,
0,58,2726.781005859375,2726.781005859375,8601399.0,,,,
0,117,422.8873596191406,422.8873596191406,239816.59375,,,,
0,176,21.804288864135742,21.804288864135742,658.0508422851562,,,,
0,235,21.804288864135742,22.620288848876953,646.377685546875,,,,
0,294,16.185556411743164,16.185556411743164,373.9443664550781,,,,
0,353,12.709969520568848,12.709969520568848,287.02490234375,,,,
0,412,9.930591583251953,9.930591583251953,167.32080078125,,,,
0,471,9.930591583251953,10.274029731750488,171.7799072265625,,,,
0,530,9.930591583251953,18.55225944519043,488.58453369140625,,,,
0,589,9.930591583251953,12.507546424865723,262.1185607910156,,,,
0,592,,,,255.31326293945312,11.888388633728027,,
1,651,9.930591583251953,10.323375701904297,202.8880615234375,,,,
1,710,9.930591583251953,11.34854507446289,235.54071044921875,,,,
1,769,9.291842460632324,9.291842460632324,143.701904296875,,,,
1,828,9.291842460632324,12.324088096618652,220.63267517089844,,,,
1,887,9.291842460632324,9.620241165161133,150.72821044921875,,,,
1,946,9.291842460632324,13.916874885559082,331.8397521972656,,,,
1,1005,9.291842460632324,10.466203689575195,183.6319580078125,,,,
1,1064,9.291842460632324,9.84764575958252,183.55853271484375,,,,
1,1123,9.045975685119629,9.045975685119629,127.608154296875,,,,
1,1182,9.045975685119629,10.030906677246094,170.80068969726562,,,,
1,1185,,,,134.16294860839844,8.86334228515625,,
2,1244,9.045975685119629,10.041507720947266,156.20718383789062,,,,
2,1303,8.77985668182373,8.77985668182373,140.5531768798828,,,,
2,1362,8.77985668182373,16.075376510620117,338.7442626953125,,,,
2,1421,8.77985668182373,8.892898559570312,138.10020446777344,,,,
2,1480,8.77985668182373,9.026485443115234,131.32188415527344,,,,
2,1539,8.77985668182373,11.527177810668945,229.41604614257812,,,,
2,1598,8.77985668182373,10.954368591308594,174.3986358642578,,,,
2,1657,8.508220672607422,8.508220672607422,121.27415466308594,,,,
2,1716,8.508220672607422,9.6006498336792,163.4807586669922,,,,
2,1775,8.508220672607422,9.379332542419434,135.17706298828125,,,,
2,1778,,,,109.94717407226562,8.052884101867676,,
3,1837,8.508220672607422,9.186819076538086,144.2037353515625,,,,
3,1896,8.508220672607422,11.235603332519531,210.89773559570312,,,,
3,1955,8.428336143493652,8.428336143493652,132.21304321289062,,,,
3,2014,7.859070301055908,7.859070301055908,121.26864624023438,,,,
3,2073,7.859070301055908,17.575424194335938,430.1036376953125,,,,
3,2132,7.859070301055908,27.846879959106445,1030.3072509765625,,,,
3,2191,7.859070301055908,9.575212478637695,173.9778594970703,,,,
3,2250,7.859070301055908,8.062055587768555,123.84868621826172,,,,
3,2309,7.859070301055908,8.396069526672363,120.72686004638672,,,,
3,2368,7.859070301055908,8.731295585632324,135.97357177734375,,,,
3,2371,,,,102.75756072998047,7.6843767166137695,,
4,2430,7.859070301055908,7.933522701263428,117.35731506347656,,,,
4,2489,7.859070301055908,12.289563179016113,222.031982421875,,,,
4,2548,7.859070301055908,8.575883865356445,115.13780212402344,,,,
4,2607,7.859070301055908,8.778585433959961,124.81546783447266,,,,
4,2666,7.859070301055908,8.613334655761719,126.94976806640625,,,,
4,2725,7.859070301055908,8.827138900756836,124.35519409179688,,,,
4,2784,7.859070301055908,8.020421028137207,104.15564727783203,,,,
4,2843,7.55442476272583,7.55442476272583,97.62064361572266,,,,
4,2902,7.55442476272583,10.631739616394043,164.94479370117188,,,,
4,2961,7.55442476272583,8.528231620788574,114.38066101074219,,,,
4,2964,,,,87.52365112304688,7.126554489135742,,
5,3023,7.55442476272583,8.891085624694824,136.4784393310547,,,,
5,3082,6.748238563537598,6.748238563537598,87.65691375732422,,,,
5,3141,6.748238563537598,7.1117119789123535,92.94847106933594,,,,
5,3200,6.748238563537598,7.758768081665039,109.2005615234375,,,,
5,3259,6.748238563537598,8.486284255981445,144.14927673339844,,,,
5,3318,6.748238563537598,7.3890275955200195,90.79793548583984,,,,
5,3377,6.748238563537598,7.28635311126709,99.24317169189453,,,,
5,3436,6.748238563537598,8.862387657165527,137.55819702148438,,,,
5,3495,6.748238563537598,8.474390983581543,130.60118103027344,,,,
5,3554,6.748238563537598,7.803310394287109,114.73838806152344,,,,
5,3557,,,,74.32829284667969,6.5190300941467285,,
6,3616,6.748238563537598,9.031476020812988,142.274658203125,,,,
6,3675,6.748238563537598,7.937896251678467,107.68991088867188,,,,
6,3734,6.748238563537598,8.14098834991455,115.93131256103516,,,,
6,3793,6.632432460784912,6.632432460784912,81.16216278076172,,,,
6,3852,6.632432460784912,7.2936811447143555,101.54143524169922,,,,
6,3911,6.632432460784912,6.955348968505859,91.92913055419922,,,,
6,3970,6.540163040161133,6.540163040161133,77.39110565185547,,,,
6,4029,6.540163040161133,6.8254852294921875,83.60903930664062,,,,
6,4088,6.540163040161133,7.179573059082031,90.31108093261719,,,,
6,4147,6.540163040161133,7.363335609436035,103.86759185791016,,,,
6,4150,,,,68.37317657470703,6.284272193908691,,
7,4209,6.540163040161133,7.707698345184326,101.5732421875,,,,
7,4268,6.540163040161133,6.896399974822998,90.55398559570312,,,,
7,4327,6.540163040161133,7.271518230438232,95.17981719970703,,,,
7,4386,6.540163040161133,6.9924116134643555,91.73213195800781,,,,
7,4445,6.540163040161133,7.640139579772949,100.58213806152344,,,,
7,4504,6.540163040161133,9.108184814453125,155.41213989257812,,,,
7,4563,6.540163040161133,8.37260913848877,126.85688781738281,,,,
7,4622,6.540163040161133,9.114553451538086,158.4192352294922,,,,
7,4681,6.540163040161133,8.654052734375,128.06715393066406,,,,
7,4740,6.540163040161133,8.705873489379883,117.6677474975586,,,,
7,4743,,,,66.93859100341797,6.175079345703125,,
8,4802,6.540163040161133,7.1240081787109375,97.641357421875,,,,
8,4861,6.540163040161133,7.021912097930908,93.742431640625,,,,
8,4920,6.540163040161133,7.486640930175781,90.64757537841797,,,,
8,4979,6.540163040161133,8.497182846069336,111.62739562988281,,,,
8,5038,6.540163040161133,11.611824035644531,202.8425750732422,,,,
8,5097,6.540163040161133,6.853196620941162,83.73595428466797,,,,
8,5156,6.540163040161133,6.924437046051025,90.5620346069336,,,,
8,5215,6.540163040161133,7.365095138549805,99.80717468261719,,,,
8,5274,6.540163040161133,7.26434326171875,96.04438018798828,,,,
8,5333,6.540163040161133,8.711750030517578,141.2400360107422,,,,
8,5336,,,,61.92470932006836,5.961761474609375,,
9,5395,6.540163040161133,6.775459289550781,84.34119415283203,,,,
9,5454,6.540163040161133,7.072831630706787,85.88268280029297,,,,
9,5513,6.540163040161133,6.684940814971924,84.86128997802734,,,,
9,5572,6.540163040161133,6.95483922958374,86.91722869873047,,,,
9,5631,6.540163040161133,7.150331497192383,101.89271545410156,,,,
9,5690,6.540163040161133,8.121964454650879,104.4834213256836,,,,
9,5749,6.540163040161133,6.666628360748291,80.68016052246094,,,,
9,5808,6.540163040161133,7.491668701171875,89.13434600830078,,,,
9,5867,6.540163040161133,6.73607063293457,87.39606475830078,,,,
9,5926,6.540163040161133,6.8604865074157715,85.47077178955078,,,,
9,5929,,,,55.8202018737793,5.650447845458984,,
10,5930,,,,,,6.726519584655762,81.24903106689453
